compound,rmsc,reuc,rpcc,rscc
13a-triazine,0.985853339579957,0.9860016852929598,0.9924766688485065,0.9754148724812798
13b-triazine,0.9958524940379792,0.9958653509447289,0.9978426955048371,0.982332549358912
13c-triazine,0.9954147679456882,0.9954304761727719,0.9975970658964407,0.9764521749997283
14a-cyanoacetamide,0.9870848892157925,0.9872086562143888,0.9919118506345018,0.9979940805653158
14b-cyanoacetamide,0.9603004918670046,0.9614445898406581,0.9748216984960186,0.9954501606982061
14c-cyanoacetamide,0.9889592103316193,0.9890498005781813,0.9935297079820504,0.9948213482611353
15a-cyanoguanidine,0.933437904838875,0.9365854871271666,0.9563528498207291,0.9892412209916035
15b-cyanoguanidine,0.9544161518468581,0.9559173840591317,0.9701261265263847,0.9886755061609409
15c-cyanoguanidine,0.9563578055120603,0.9577360308053761,0.9720683840486444,0.9913958772300926
16a-triazolidinedione,0.9829264645456532,0.9831420237002393,0.9901774670691998,0.9969684554123837
16b-triazolidinedione,0.9723070158705059,0.972869196807527,0.9834526565817353,0.9967102491618473
16c-triazolidinedione,0.9874778468630179,0.9875942346857232,0.9926645472696118,0.997381352375549
17a-oxazolidinone,0.9703566216654224,0.9709997538519505,0.9819247936894059,0.9942333384045293
17b-oxazolidinone,0.9906080268752566,0.9906736696983025,0.9947349346746541,0.9966294991094802
17c-oxazolidinone,0.9992922702965792,0.9992926457361457,0.9995946134849393,0.9993686055622525
18a-succinic_anhydride,0.996371728142627,0.9963815716414072,0.9979775621814013,0.9958322462113105
18b-succinic_anhydride,0.9969601147334535,0.9969670278944865,0.9983081112117551,0.9992714666161044
18c-succinic_anhydride,0.9954911668701303,0.9955063569625563,0.9975400603591565,0.998676492233763
19a-benzene,0.9770054953785906,0.977394589787227,0.9879656761959787,0.9907976021361975
19b-benzene,0.9882200930671339,0.988323155302111,0.993905929189173,0.9832949543723513
19c-benzene,0.9762919380390176,0.9767053137599125,0.9875775591291495,0.9909281186075292
20a-maleic_acid,0.9824719646853496,0.9826990680388155,0.9884055596582274,0.9979024256304738
20b-maleic_acid,0.9692817167834877,0.9699717307673005,0.9821805209595939,0.9968079014729074
20c-maleic_acid,0.9941823618352311,0.9942076230118774,0.996228315289677,0.998649899556595
21a-p-benzoquinone,0.9991621824863808,0.9991627085726987,0.9996075346244568,0.9966241320104754
21b-p-benzoquinone,0.9995275116201442,0.9995276789881952,0.9997583742196264,0.9971433732646297
21c-p-benzoquinone,0.9996493233619799,0.9996494155656134,0.9998296991493449,0.9976062035840365
22a-uracil,0.9902345149218134,0.9903054607643269,0.9943731232811128,0.9967475224522205
22b-uracil,0.9913858368179118,0.9914410928193875,0.9950608551120724,0.9973998914064586
22c-uracil,0.9830953190399915,0.9833066649685578,0.9903410118851768,0.9963808892229714
23a-cyclobutylfuran,0.9294876701559753,0.9330088607149873,0.9554635307389896,0.9901996657882005
23b-cyclobutylfuran,0.9278141427872656,0.9314995625526988,0.9555491577970603,0.992080436974714
23c-cyclobutylfuran,0.9036115903906511,0.9100586613963041,0.9385848128942211,0.9884559873899589
